web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1758193864-26","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4.5 Zimmer, 127m², CHF 3’170.–","Else-Züblin-Strasse 98, 8404 Winterthur","CHF 3’170.–","Suchen Sie mehr Platz für Ihre Familie?","Die LageDer Eulachpark, der grösste Park in Winterthur, liegt direkt vor der Haustür Ihres neuen Zuhauses und lädt zum Entspannen und Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier, das durch seine familienfreundliche Infrastruktur, kurze Wege zu Schulen und ein attraktives Naherholungsgebiet besticht.Die Buslinie Nr. 14 hält in unmittelbarer Nähe der Überbauung und bringt Sie im Viertelstundentakt bequem zum Bahnhof Winterthur. Von dort aus erreichen Sie Zürich in nur 30 Minuten, den Flughafen in 20 Minuten, Schaffhausen in etwa 30 Minuten und St. Gallen in 45 Minuten.Ein Rundgang durch die WohnungDank des grosszügigen Grundrisses, finden Sie und Ihre Familie auf insgesamt ca. 127m2 genügend Freiheiten Ihren persönlichen Wohntraum Wirklichkeit werden zu lassen und sich zudem genügend Rückzugsmöglichkeiten zu verschaffen. Ihr neues Zuhause zeichnet sich zudem durch eine intelligente Raumaufteilung mit geräumigen Zimmern und viel Stauraum aus. Der helle Eichenparkettboden sorgt in allen Wohnräumen für eine behagliche Atmosphäre und garantiert ein helles, lichtdurchflutetes Wohnklima. Weitere Vorteile Ihrer neuen Wohnung sind: - Offene, moderne Küche- Helles und grosszügiges Wohnzimmer - Badezimmer mit Badewanne- Separates Dusche/WC - Reduit mit eigenem Waschturm- Schlafzimmer mit direktem Zugang zur Ankleide- Loggia mit direktem Zugang zum Wohnzimmer und einem weiteren Zimmer - Grosszügiger Eingangsbereich mit Garderobe und Wandschrank- Minergie-Standard - Lift bis in die TiefgarageDetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.In der Überbauung befindet sich ein origineller Spielplatz und eine Kindertagesstätte.Anschreiben. Besichtigen. Mieten.Möchten Sie Ihrer Familie mehr Raum gönnen und in einem Trendquartier wohnen? Dann freuen wir uns auf Ihre Anmeldung für die Besichtigung unter dem folgenden Link: https://flatfox.ch/de/viewing/71670/?code=VSIel_G0D8g36icelchTBML1A2ax3MZMRA56cc9dFeQ Als Mieter profitieren Sie von 40% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche/typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete"
"1758193864-27","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4 Zimmer, 84m², CHF 1’790.–","Kanzleistrasse 19, 8405 Winterthur","CHF 1’790.–","Hier endet Ihre Wohnungssuche","Per 01.11.2025 vermieten wir diese 4.0-Zimmerwohnung in Winterthur. Die Wohnung bietet Ihnen folgende Annehmlichkeiten: - Wohn- und Schlafzimmer sowie Küche mit Parkettboden- Nasszellen mit pflegeleichtem PVC-Boden- Grosszügiger Wohn- und Essbereich mit Zugang zum Balkon- Küche mit Backofen, Herdplatte und Stauraum für Ihre Küchenutensilien- Badezimmer mit Lavabo, Spiegelschrank und Badewanne- Separates WC mit Lavabo und Spiegelschrank- Balkon vorhanden- Eigenes Kellerabteil- Waschküche und Trockenraum zur Mitbenutzung- Lift vorhanden Die Haustierhaltung ist in dieser Liegenschaft erlaubt. Nach Verfügbarkeit kann ein Einstellplatz für CHF 110.00 pro Monat dazu gemietet werden. Umgebung: - Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe- Für den kleinen und grossen Hunger gibt es diverse Restaurants in der nahen Umgebung- Sehr gute Anschlüsse an die Autobahn und an den öffentlichen Verkehr Bitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können. Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage."
"1758193864-28","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer, 82m², CHF 2’090.–","Solarstrasse 5, 8404 Winterthur","CHF 2’090.–","Moderne Wohnung in Winterthur","Die hochwertig ausgebaute Mietwohnung wurde per November 2021 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Das Objekt bietet Ihnen nebst dem ansprechenden Grundriss den folgenden Ausbaustandard:- überhohe Räume mit Parkettboden- geräumige Schlafzimmer - offene Küche- Badezimmer/WC- eigener Waschturm- Wintergarten- eigenes Kellerabteil- nachhaltige Bauweise- begrünter Innenhof Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundrissplan entnehmen.Ein Einstellplatz kann bei Bedarf und Verfügbarkeit für CHF 150.00 pro Monat separat dazu gemietet werden.Öffentliche Verkehrsmittel stehen Ihnen vielzählige zur Verfügung und bringen Sie innert kurzer Zeit nach Winterthur, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"1758193864-29","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer, 94m², CHF 2’370.–","Barbara Reinhart-Strasse 28, 8404 Winterthur","CHF 2’370.–","Wohnen im Eulachhof - trendig und modern!","Die schweizweit erste Null-Energie-Wohnüberbauung Eulachhof wurde auf dem ehemaligen Industrieareal der Sulzer in Oberwinterthur erstellt.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:- ganze Wohnung (ausser Küche, Nasszellen und Reduit) mit Parkettboden- Nasszellen und Reduit mit Plattenboden- Küche mit Glaskeramikherd, Backofen, Geschirrspüler, Kühlschrank und viel Stauraum für Ihre Kochutensilien- helle Räume mit viel Tageslicht dank grossen Fenstern- Badezimmer mit Badewanne, Spiegelschrank, Lavabo und WC- zweite Nasszelle mit Dusche, Spiegelschrank, Lavabo und WC- zweites Zimmer mit Faltwand für eine offene Gestaltung des Raums- Reduit mit Waschmaschine und Tumbler sowie genügend Stauraum- praktische Einbauschränke und Garderobe im Eingangsbereich- grosser Balkon Richtung Innenhof der Liegenschaft- eigenes Kellerabteil mit Steckdose- Lift - Veloraum zur Mitbenutzung- Innenhof zur MitbenutzungDie Umgebung/Lage bietet Ihnen folgende Vorzüge:- direkt neben dem Eulachpark gelegen- Bushaltestelle Else-Züblin ist in nur 4 Gehminuten erreichbar, die beiden Bahnhöfe Hegi und Oberwinterthur in ca. 10 Gehminuten- diverse Einkaufsmöglichkeiten (Coop Grüze, Aldi, Lidl, Obi usw.) befinden sich in unmittelbarer Nähe- Tagesschule Eulachpark, Kindergarten und Primarschule befinden sich auf der anderen Seite des Eulachparks uns sind in wenigen Gehminuten erreichbarBei Bedarf kann ein Einstellplatz in der Tiefgarage für CHF 140.00/Monat dazu gemietet werden.Das nachhaltige Gebäude verfügt über energetische Qualitäten und optische Originalität:- sinnliches Holzkleid um das Gebäude, darunter eine optimale Wärmedämmung- Gewinn des Schweizer Solarpreises dank innovativer Technik- und Architekturlösungen- grosse Photovoltaikanlage auf dem Hauptdach- dreifach verglaste, grosse Solarfenster- unabhängig von fossilen Energieträgern- minimierter CO2-Austoss- rollstuhlgängiges Aussengelände und Lift- kinderfreundlichHaben wir Ihr Interesse geweckt? Zögern Sie nicht und nehmen Sie Kontakt mit uns auf. Wir freuen uns auf Ihre Kontaktanfrage!Bei den Fotos handelt es sich um Musterfotos, welche lediglich den Ausbaustandard darstellen und leicht vom Mietobjekt abweichen können."
"1758193864-30","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2.5 Zimmer, 73m², CHF 2’250.–","Archplatz 4, 8400 Winterthur","CHF 2’250.–","Moderne Wohnung an bester Lage","Wohnen Sie direkt am Bahnhof Winterthur. Mit Blick über die Altstadt bis nach Oberwinterthur - die Archhöfe bieten im Zentrum der Stadt endlos viele Möglichkeiten.Die eindrücklichen Raumhöhen, die individuelle Architektur und die begrünten Innenhöfe machen das Wohnen im Zentrum der Stadt einmalig. Die einmalige 2.5-Zimmerwohnung im 4. Obergeschoss vefügt über:- Helle Räume- Eichenparkett in allen Wohn- und Schlafräumen- Moderne Küche mit einer Backofen-Mikrowellen-Kombination- Badezimmer mit eigenem Waschturm (Waschmaschine/Tumbler)- Multimedia-Steckdosen in allen Zimmern- Kontrollierte Wohnungslüftung/Minergiestrandard- LoggiaParkplätze in der Tiefgarage können gerne dazu gemietet werden.Weitere Informationen und Wohnungsabgebote finden Sie auf unserer Homepage www.archhöfe.ch.Wir freuen uns über Ihre Kontaktaufnahme!"
"1758193864-31","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer, 83m², CHF 2’352.–","Landvogt-Waser-Strasse 79, 8405 Winterthur","CHF 2’352.–","3.5 Zimmer-Penthouse / Attika-Wohnung im 4. Stock","Nachmieter für die helle und freundliche Wohnung per sofort gesucht. Die Wohnung befindet sich im 4. Obergeschoss und verfügt über: ? Geräumiger Ess-Wohnbereich ? Helle Räume und grosses Schlafzimmer ? Moderne Küche mit Glaskeramikherd und Geschirrspüler ? ansprechendes Badezimmer mit Badewanne / Gästetoilette? drei eigene Balkone? KellerabteilTiefgaragenparkplatz kann für monatlich CHF 135.00 dazu gemietet werden. Interessiert? Dann nehmen Sie mit Herrn M. Desku unter der Nummer 079 123 28 28 oder E-Mail info@aufimo Kontakt auf."
"1758193864-32","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4.5 Zimmer, 106m², CHF 2’989.–","Solarstrasse 3, 8404 Winterthur","CHF 2’989.–","Moderne Wohnung in Winterthur","Die hochwertig ausgebaute 4.5-Zimmerwohnung wurde erst per November 2021 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Das Objekt bietet Ihnen nebst dem ansprechenden Grundriss den folgenden Ausbaustandard:- überhohe Räume mit Parkettboden- geräumiges Schlafzimmer - offene Küche- Badezimmer/WC- eigener Waschturm- Balkon- eigenes Kellerabteil- nachhaltige Bauweise- begrünter Innenhof Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen. Bei Bedarf und Verfügbarkeit kann ein Einstellplatz für CHF 150.00 pro Monat separat dazu gemietet werden.Öffentliche Verkehrsmittel stehen Ihnen vielzählige zur Verfügung und bringen Sie innert kurzer Zeit nach Winterthur, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"1758193864-33","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer, 104m², CHF 3’000.–","Solarstrasse 5, 8404 Winterthur","CHF 3’000.–","Wunderschöne Attikawohnung","Die hochwertig ausgebaute Mietwohnung wurde erst per Mai 2022 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Die 5-Zimmerwohnung bietet Ihnen nebst dem ansprechenden Grundriss den folgenden Ausbaustandard:- hohe Räume- Wohnräume mit Parkettboden- offene Küche- Dusche/WC- mit eigenem Waschturm- Loggia- Kellerabteil- nachhaltige Bauweise- begrünter InnenhofBei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.Öffentliche Verkehrsmittel stehen Ihnen vielzählige zur Verfügung und bringen Sie innert kurzer Zeit nach Winterthur, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"1758193864-34","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4.5 Zimmer, 109m², CHF 2’995.–","Ankerstrasse 4, 8406 Winterthur","CHF 2’995.–","4.5 Zimmerwohnung in Winterthur","An ruhiger Lage im Quartier Töss vermieten wir per 1. Oktober 2025 oder nach Vereinbarung diese attraktive 4.5-Zimmerwohnung Maisonette.Der Standort überzeugt durch seine idyllische und dennoch zentrale Lage mit bester Verkehrsanbindung ins Stadtzentrum von Winterthur oder Zürich HB. In kurzer Gehdistanz befinden sich Einkaufsmöglichkeiten, Schulen, Restaurants, kulturelle sowie Freizeit Angebote.Die Wohnung verfügt über einen grosszügigen Grundriss und einen hochwertigen Ausbaustandard mit allen Annehmlichkeiten.Zu der Wohnung gehört ein Kellerraum mit eigenem Waschturm."
"1758193864-35","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4.5 Zimmer, 127m², CHF 3’290.–","Else-Züblin-Strasse 94, 8404 Winterthur","CHF 3’290.–","Wohnen, wo sich Familien wohlfühlen","Die LageDer Eulachpark, der grösste Park in Winterthur, liegt direkt vor der Haustür Ihres neuen Zuhauses und lädt zum Entspannen und Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier, das durch seine familienfreundliche Infrastruktur, kurze Wege zu Schulen und ein attraktives Naherholungsgebiet besticht.Die Buslinie Nr. 14 hält in unmittelbarer Nähe der Überbauung und bringt Sie im Viertelstundentakt bequem zum Bahnhof Winterthur. Von dort aus erreichen Sie Zürich in nur 30 Minuten, den Flughafen in 20 Minuten, Schaffhausen in etwa 30 Minuten und St. Gallen in 45 Minuten.Ein Rundgang durch die WohnungDank des grosszügigen Grundrisses, finden Sie und Ihre Familie auf insgesamt ca. 127m2 genügend Freiheiten Ihren persönlichen Wohntraum Wirklichkeit werden zu lassen und sich zudem genügend Rückzugsmöglichkeiten zu verschaffen. Ihr neues Zuhause zeichnet sich zudem durch eine intelligente Raumaufteilung mit geräumigen Zimmern und viel Stauraum aus. Der helle Eichenparkettboden sorgt in allen Wohnräumen für eine behagliche Atmosphäre und garantiert ein helles, lichtdurchflutetes Wohnklima. Weitere Vorteile Ihrer neuen Wohnung sind:- Offene, moderne Küche- Helles und grosszügiges Wohnzimmer- Badezimmer mit Badewanne- Separates Dusche/WC- Reduit mit eigenem Waschturm- Schlafzimmer mit direktem Zugang zur Ankleide- Loggia mit direktem Zugang zum Wohnzimmer und einem weiteren Zimmer- Grosszügiger Eingangsbereich mit Garderobe und Wandschrank- Minergie-Standard- Lift bis in die TiefgarageDetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.In der Überbauung befindet sich ein origineller Spielplatz und eine Kindertagesstätte.Anschreiben. Besichtigen. Mieten.Möchten Sie Ihrer Familie mehr Raum gönnen und in einem Trendquartier wohnen? Dann freuen wir uns auf Ihre Kontaktaufnahme!Die Besichtigung findet wie folgt statt:Donnerstag, 18.09.2025 um 17:00 Uhr. Klingeln Sie bitte bei ""J. Schiess"".Als Mieter profitieren Sie von 40% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche/typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete"
"1758193864-36","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","1 Zimmer, 63m², CHF 1’860.–","Ida-Sträuli-Strasse 43, 8404 Winterthur","CHF 1’860.–","1-Zimmerwohnung - Ihr zukünftiges Zuhause in Winterthur","Willkommen bei sue&amp;tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Nach Vereinbarung vermieten wir diese idyllische Wohnung mit folgender Ausstattung:- Offen gestalteter Grundriss für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Ihre Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlich Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbunden. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til."
"1758193864-37","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2.5 Zimmer, 62m², CHF 1’775.–","Landvogt-Waser-Strasse 69, 8405 Winterthur","CHF 1’775.–","Charmante 2.5-Wohnung in Winterthur Seen",""
"1758193864-38","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4.5 Zimmer, 102m², CHF 2’418.–","Landvogt Waser-Strasse 94, 8405 Winterthur","CHF 2’418.–","Familienwohnung im Wohnquartier Seen",""
"1758193864-39","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","5.5 Zimmer, CHF 4’195.–","Leimeneggstrasse 28, 8400 Winterthur","CHF 4’195.–","5.5 Zimmer-Maisonette-Wohnung an zentraler Lage in Winterthur",""
"1758193864-40","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","5 Zimmer, 155m², CHF 2’730.–","Römerstrasse 99, 8404 Winterthur","CHF 2’730.–","sanft sanierte 5-Zimmerwohnung mit direktem Liftzugang","Per sofort oder nach Vereinbarung suchen wir einen neuen Mieter für diese helle und gepflegte 5-Zimmerwohnung im 4. Obergeschoss. Die Wohnung wurde sanft saniert und bietet Ihnen Wohnkomfort in einem gepflegten Umfeld. Ausbaustandard:Ein heller Laminatboden wurde verlegt. Das Badezimmer ist mit einem pflegeleichten Plattenboden ausgestattet. Die Küche verfügt über Glaskeramikherd, Geschirrspüler und Backofen. Highlights: • Grosszügiger Grundriss mit viel Platz zur individuellen Gestaltung • Cheminée im Wohnzimmer • sonniger Balkon mit Aussicht über Winterthur • Direkter Liftzugang zur Wohnung • Gepflegtes Haus mit angenehmer Nachbarschaft • Ruhige, dennoch zentrale Lage Weitere Vorteile: • Gute Anbindung an den öffentlichen Verkehr • Einkaufsmöglichkeiten in Gehdistanz • Nähe zu Schulen, Naherholung und Stadtzentrum Lage:Die Bushaltestelle ist in wenigen Gehminuten erreichbar. Der Autobahnanschluss Oberwinterthur befindet sich nur wenige Fahrminuten entfernt. In der Umgebung finden Sie diverse Einkaufsmöglichkeiten für den täglichen Bedarf. Parkmöglichkeiten:Nach Bedarf kann ein Tiefgaragenplatz für CHF 130.00 pro Monat dazu gemietet werden. Bei Interesse melden Sie sich gerne für einen unverbindlichen Besichtigungstermin."
"1758193873-41","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 69m², CHF 2’125.–","Else - Züblin - str. 77, 8404 Winterthur","CHF 2’125.–","Lichtdurchflutete Dachwohnung mit grosser Terrasse",""
"1758193873-42","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 152m², CHF 3’730.–","Palmstr. 29, 8400 Winterthur","CHF 3’730.–","Mieten ohne Kaution - Im Grünen und doch zentral!",""
"1758193873-43","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 98m², CHF 2’000.–","Hofmannstr. 5, 8405 Winterthur","CHF 2’000.–","Tolle Wohnung mit riesiger Galerie *MIETEN OHNE KAUTION*",""
"1758193873-44","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 117m², CHF 2’960.–","St. Gallerstrasse 44, 8400 Winterthur","CHF 2’960.–","Ruhig und doch zentral - grosszügige Wohnung im Sidiareal","Modernes Wohnen im Minergie-Standart in parkähnlicher Umgebung. Diverse Einkaufsmöglichkeiten und Fitnessangebote befinden sich in unmittelbarer Nähe. Der verkehrsfreie Innenhof bietet Kindern einen sicheren Ort zum Spielen. Das Primarschulhaus Schönengrund ist nur 6 Gehminuten vom Sidiareal entfernt.Die Wohnung überzeugt mit folgenden Eigenschaften:- Ganze Wohnung mit Eschenparkett ausgestattet- Nasszellen aus Feinsteinzeugplatten- Helles Wohnzimmer durch raumhohe Fenster- Moderne Küche mit dunkler Granitabdeckung sowie hochwertigen Miele-Einbaugeräten inkl. einem Dampfgarer (Steamer)- Einbauschränke im Eingangsbereich- Badezimmer mit Badewanne und Doppellavabo- Separates Badezimmer mit Dusche und Tageslicht- Eigene Waschmaschine und Tumbler im Badezimmer- Sonnige Loggia- Eigener KellerabteilDer in Minergie konstruierte Bau mit Komfortlüftung bietet in allen Räumen Bodenheizung. Zur Allgemeinnutzung stehen Ihnen ein Trocknungsraum mit Raumluftwäschetrockner und ein Veloraum zur Verfügung. Ein Lift ist im Gebäude ebenfalls vorhanden.Die Überbauung verfügt über eine sehr gute ÖV-Anbindung (Buslinie 2, 3, 5 und 14) der Hauptbahnhof ist in nur 3 Minuten erreichbar.Einstellplätze in der Tiefgarage können zu CHF 140.00 mtl. dazu gemietet werden.Lassen Sie sich diese Wohnung nicht entgehen und vereinbaren Sie noch heute über Flatfox einen Besichtigungstermin!Mehr dazu erfahren Sie auf www.sidiareal.ch.BVK - Die Pensionskasse mit attraktivem Wohnraum in der ganzen Schweiz. Tagesaktuell auf www.bvk.ch"
