web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1758193873-45","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 98m², CHF 2’400.–","Ida-Sträuli-Strasse 43, 8404 Winterthur","CHF 2’400.–","3.5-Zimmerwohnung in Winterthur","Willkommen bei sue&amp;tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für Ihren Wohnkomfort verfügt die Wohnung über folgenden Ausbau- Offen gestalteter Grundriss für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Ihre Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlich Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbunden. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til."
"1758193873-46","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 57m², CHF 1’700.–","Bankstrasse 20, 8400 Winterthur","CHF 1’700.–","Zentrale Wohnung sucht neue Mieter","Wir vermieten per sofort oder nach Vereinbarung diese schöne 2.5-Zimmerwohnung, welche sich bestens für Singles eignet. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über folgenden Ausbaustandard:- helles Wohnzimmer- mit Laminatboden- Küche mit Plattenboden- Badezimmer mit Badewanne- mehrere BalkoneBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen. Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit in jeden Winkel von Winterthur, von wo aus Sie Verbindungen in alle Richtungen haben.Einkaufsmöglichkeiten sowie verschiedene Dienstleister und Restaurants befinden sich zudem in unmittelbarer Nähe.Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"".Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1758193873-47","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 151m², CHF 3’807.–","Marktgasse 78, 8400 Winterthur","CHF 3’807.–","Einzigartige & Denkmalgeschützte Dachwohnung","Inmitten der schönen Winterthurer-Altstadt vermieten wir diese wunderschöne 3.5-Zimmerwohnung. Diese denkmalgeschützte Wohnung bietet Ihnen folgende Ausstattung: - Küche, Wohn- und Schlafzimmer mit Parkettboden- offene Küche mit moderner Ausstattung- Geschirrspüler- Badezimmer mit WC/Bad- eigener Waschturm- Gäste WC- Galerie mit weissen Holzbalken und Glasboden- Reduit- Balkon in den Innenhof- Lift direkt in die Wohnung- KellerabteilDie Galerie im oberen Stock steht unter Denkmalschutz.Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.Einstellplätze stehen momentan leider nicht zur Verfügung.Aufgrund der zentralen Lage mitten in der Winterthurer Altstadt, erreichen Sie verschiedene Einkaufsmöglichkeiten sowie den Hauptbahnhof in wenigen Gehminuten. Hier leben Sie am Puls der Stadt Winterthur wo es Ihnen an nichts fehlen wird!Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1758193873-48","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 70m², CHF 2’155.–","Schützenstrasse 40, 8400 Winterthur","CHF 2’155.–","Wohnen an zentraler Lage - befristet bis 31.03.2026!","Wir vermieten per sofort oder nach Vereinbarung diese charmante 3.5-Zimmerwohnung an zentraler, aber doch ruhiger Wohnlage - befristet bis zum 31.03.2026.Das Wohnobjekt bietet Ihnen die folgenden Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden- Korridor mit Klinkerboden- abgeschlossene Küche mit Glaskeramikherd und Fenster- Bad/WC mit Fenster- Balkon Richtung Innenhof- Kellerabteil- Lift- Veloraum- gemeinsame Waschküche im Untergeschoss*Bitte beachten Sie, dass die Wohnung befristet bis zum 31.03.2026 vermietet wird.*Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.Der Bahnhof Winterthur mit diversen S-Bahnlinien ist in wenigen Gehminuten erreichbar. Von hier aus haben Sie umfassende Zugverbindungen in alle Richtungen, was Ihnen eine hervorragende Mobilität und Flexibilität für Ihre täglichen Unternehmungen bietet.Einkaufsmöglichkeiten, wie zum Beispiel ein Denner, befinden sich in unmittelbarer Nähe. Weitere Dienstleister sowie diverse Restaurants finden Sie ebenfalls in der Umgebung.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1758193873-49","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 90m², CHF 2’430.–","Schönholzweg 45, 8409 Winterthur","CHF 2’430.–","Wohnüberbauung DOMUM Winterthur",""
"1758193873-50","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 120m², CHF 3’750.–","Sankt-Georgen-Strasse 70, 8400 Winterthur","CHF 3’750.–","neue 3.5-Zimmer-Attikawohnungen mitten in Winterthur",""
"1758193873-51","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 92m², CHF 3’260.–","Schönholzweg 43, 8409 Winterthur","CHF 3’260.–","Wohnüberbauung DOMUM Winterthur",""
"1758193873-52","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 77m², CHF 2’130.–","Stadthausstrasse 12, 8400 Winterthur","CHF 2’130.–","Geniale Dachwohnung im Stadtzentrum von Winterthur","Wir sind auf der Suche nach neuen Mietern für diese schöne 2.5-Zimmerwohnung, die Ihnen nebst der zentralen Lage die folgenden Annehmlichkeiten zu bieten hat:- alle Wohnräume mit Parkettboden- Schlafzimmer mit massgefertigtem Einbauschrank- Wohnzimmer mit Cheminée- abgeschlossene Küche- mit Glaskeramikherd- mit Geschirrspüler- kleiner Wintergarten- eigener Waschturm - KellerabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Ein Einstellplatz in der Tiefgarage kann bei Bedarf für CHF 210.00 pro Monat dazu gemietet werden.Gute Einkaufsmöglichkeiten wie z.B. Coop, Migros etc. sowie diverse Restaurants und verschiedene Dienstleister befinden sich direkt bei der Liegenschaft. Der Bahnhof Winterthur mit sehr guten Zug- und Busverbindungen befindet sich ebenfalls ganz in der Nähe der Liegenschaft.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1758193873-53","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 72m², CHF 1’850.–","Zürcherstrasse 60, 8406 Winterthur","CHF 1’850.–","Schöner Wohnen","Per 01.12.2025 vermieten wir diese schöne 2.5-Zimmerwohnung in Winterthur. Die Wohnung bietet Ihnen folgende Annehmlichkeiten: - Wohn- und Schlafzimmer mit Parkettboden- Küche und Nasszelle mit pflegeleichtem Plattenboden- Grosszügiger Wohn- und Essbereich mit Zugang zum Balkon- Offene Küche mit Glaskeramikherd, Backofen, Geschirrspüler und viel Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank und Badewanne- Eigenes Kellerabteil- Waschküche und Trockenraum zur Mitbenutzung- Lift vorhanden Die Haustierhaltung ist in dieser Liegenschaft erlaubt. Nach Verfügbarkeit kann ein Einstellplatz für CHF 140.00 pro Monat dazu gemietet werden. Umgebung:- Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe- Für den kleinen und grossen Hunger gibt es diverse Restaurants in der nahen Umgebung- Sehr gute Anschlüsse an die Autobahn und an den öffentlichen Verkehr Bitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können. Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage."
"1758193873-54","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 85m², CHF 2’200.–","Wülflingerstrasse 151c, 8408 Winterthur","CHF 2’200.–","Schöner Wohnen","Per 01.12.2025 vermieten wir diese schöne 3.5-Zimmerwohnung in Winterthur. Die Wohnung bietet Ihnen folgende Annehmlichkeiten: - Wohn- und Schlafzimmer mit Plattenboden- Küche und Nasszelle mit pflegeleichtem Plattenboden- Grosszügiger Wohn- und Essbereich mit Zugang zum Balkon- Offene Küche mit Glaskeramikherd, Backofen, Geschirrspüler und viel Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank und Dusche- Eigenes Kellerabteil- Waschküche und Trockenraum zur Mitbenutzung- Lift vorhanden Die Haustierhaltung ist in dieser Liegenschaft erlaubt. Nach Verfügbarkeit kann ein Einstellplatz für CHF 160.00 pro Monat dazu gemietet werden. Umgebung:- Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe- Für den kleinen und grossen Hunger gibt es diverse Restaurants in der nahen Umgebung- Sehr gute Anschlüsse an die Autobahn und an den öffentlichen Verkehr Bitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können. Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage."
"1758193873-55","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 66m², CHF 2’065.–","Else-Züblin-Strasse 74, 8404 Winterthur","CHF 2’065.–","2.5 Zimmerwohnung mit Sitzplatz in Oberwinterthur","Willkommen bei sue&amp;til!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Per 01.09.2025 vermieten wir diese idyllische Wohnung mit folgender Ausstattung:- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til."
"1758193873-56","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 72m², CHF 1’550.–","Etzbergweg 2, 8405 Winterthur","CHF 1’550.–","Modernes Wohnen in Winterthur-Seen",""
"1758193873-57","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 71m², CHF 1’870.–","Riedhofstr. 47, 8408 Winterthur","CHF 1’870.–","Ihr neues Zuhause an bester Lage!",""
"1758193873-58","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 136m², CHF 3’860.–","Paulstrasse 9d, 8400 Winterthur","CHF 3’860.–","Traumhafte Maisonette-Wohnung direkt im Zentrum von Winterthur",""
"1758193873-59","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 160m², CHF 4’475.–","Marktgasse 74 / Stadthausstrasse 115, 8400 Winterthur","CHF 4’475.–","Einzigartige Wohnung mit grosszügiger Terrasse in der Altstadt",""
"1758193873-60","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 125m², CHF 3’280.–","Paulstrasse 9b, 8400 Winterthur","CHF 3’280.–","Traumhafte 4.5-Zimmerwohnung - Direkt im Zentrum von Winterthur",""
"1758193881-61","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 69m², CHF 2’010.–","Sulzerallee 81, 8404 Winterthur","CHF 2’010.–","2.5 - Zimmerwohnung in Winterthur","Willkommen bei sue&amp;til!Tauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für ihren Wohnkomfort verfügt die Wohnung über folgenden Ausbau- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til."
"1758193881-62","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 111m², CHF 2’887.–","Else-Züblin-Strasse 90, 8404 Winterthur","CHF 2’887.–","Elegante Wohnung mit Loggia","Die LageDer Eulachpark, der grösste Park in Winterthur, liegt direkt vor der Haustür Ihres neuen Zuhauses und lädt zum Entspannen und Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier, das durch seine familienfreundliche Infrastruktur, kurze Wege zu Schulen und ein attraktives Naherholungsgebiet besticht.Die Buslinie Nr. 14 hält in unmittelbarer Nähe der Überbauung und bringt Sie im Viertelstundentakt bequem zum Bahnhof Winterthur. Von dort aus erreichen Sie Zürich in nur 30 Minuten, den Flughafen in 20 Minuten, Schaffhausen in etwa 30 Minuten und St. Gallen in 45 Minuten.Ein Rundgang durch die WohnungDer grosszügige Grundriss dieser Wohnung mit ca. 111m2 bietet viel Freiheit für eine individuelle Einrichtung und lässt Ihren Wohntraum Wirklichkeit werden. Die Zimmer sind geräumig und schaffen Platz sowohl für Rückzug als auch für Stauraum. Besonders hervorzuheben sind die hohen Fenster und deckenhohen Türen, die für ein lichtdurchflutetes und freundliches Ambiente sorgen. Dank des grosszügigen Grundrisses, finden Sie auf insgesamt ca. 111m2 genügend Freiheiten Ihren persönlichen Wohntraum Wirklichkeit werden zu lassen und sich zudem genügend Rückzugsmöglichkeiten zu verschaffen. Ihr neues Zuhause zeichnet sich zudem durch eine intelligente Raumaufteilung mit geräumigen Zimmern und viel Stauraum aus.Weitere Vorteile Ihrer neuen Wohnung:- Offene, moderne Küche- Helles und grosszügiges Wohnzimmer- Badezimmer mit Badewanne- Separate Dusche/WC- Reduit mit eigenem Waschturm- Lift bis in die TiefgarageDetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.In der Überbauung befindet sich ein origineller Spielplatz und eine Kindertagesstätte.Anschreiben. Besichtigen. Mieten.Möchten Sie Ihrer Familie mehr Raum gönnen und in einem Trendquartier wohnen? Die Besichtigung findet wie folgt statt:Samstag, 20. September 2025 von 17.00 - 18.00 UhrBitte klingeln Sie bei ""Checiches"".Als Mieter von Helvetia profitieren Sie von 40% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete"
"1758193881-63","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","5 Zimmer, CHF 4’400.–","Waldstrasse 11, 8400 Winterthur","CHF 4’400.–","BOSCO: Erstbezug 5.0-Zimmer-Reiheneinfamilienhaus","Die Effizienz des Wohnens, sonnig und zentrumsnah Im beliebten Quartier Breite, durch die Nähe zum Stadtzentrum von Winterthur, steht an ruhiger und sonniger Lage ein 5.0-Zimmer-Eckreihen-Einfamilienhaus zur Miete.Verfügbar: Ab sofort oder nach Vereinbarung!HIGHLIGHTS: • Grosszügige, flexibel nutzbare Layouts für alleLebenssituationen (ca. 154² Nutzfläche). • Privater Gartensitzplatz und Aussichts-Dachterrasse mit Sonne pur und riesigen Ampel-Sonnenschirmen. • Langriemenparkett in Eiche klassisch. • Elegante, helle Küchen mit Dekton-Arbeitsplatten, modernen Geräten und genügend Steckdosen. • Zahlreiche eingebaute Down-Lights. • Jedes Haus mit zwei vollwertigen Nasszellen ( Dusche/WC + Dusche/WC) mit Feinsteinzeugplatten in Natursteinoptik. • Waschtischunterbauten (Dekor Fichte dunkel). • Grosse Nebenräume (Hobbyraum, Keller, Waschküche). • Erdsonden-Wärmepumpe mit Fussbodenheizung. • Komfortlüftung mit Wärmerückgewinnung. • Bezug nach Vereinbarung. Mietzins:5.0-Zimmer-Haus A Brutto-Nutzfläche 154 m², CHF 4100 + NK CHF 300/m.Ein gedeckter Aussenparkplatz (Car-Port) - direkt vor dem Haus - kann für CHF 120/m. hinzugemietet werden.Willkommen an der Waldstrasse - Buongiorno BOSCO!Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme mittels Kontaktformular!"
"1758193881-64","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 144m², CHF 3’830.–","Marktgasse 10, 8400 Winterthur","CHF 3’830.–","Charmante 4.5-Zimmer-Maisonette-Wohnung in historischem Gebäude",""
"1758193881-65","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 140m², CHF 2’480.–","Untere Vogelsangstrasse 201, 8400 Winterthur","CHF 2’480.–","Einziehen und Losleben: Möblierte 4.5 ZiWohnung für 6 Monate an toller Lage von Winterthur",""
"1758193881-66","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 107m², CHF 3’480.–","Schönholzweg 45, 8409 Winterthur","CHF 3’480.–","Wohnüberbauung DOMUM Winterthur",""
"1758193881-67","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 125m², CHF 3’700.–","Seuzacherstr. 64, 8400 Winterthur","CHF 3’700.–","",""
"1758193881-68","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","5 Zimmer, 128m², CHF 2’760.–","Bollstr. 7, 8405 Winterthur","CHF 2’760.–","Ruhige und zentrale Lage in Seen - MIETEN OHNE KAUTION",""
"1758193881-69","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 103m², CHF 3’150.–","Holzlegistrasse 8a, 8408 Winterthur","CHF 3’150.–","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis",""
"1758193881-70","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 70m², CHF 2’040.–","Schützenstrasse 40, 8400 Winterthur","CHF 2’040.–","Wohnen im Zentrum-befristet bis 31.03.2026!","Wir vermieten an ruhiger, aber doch sehr zentraler Wohnlage diese gemütliche 3.5-Zimmerwohnung, die Ihnen folgende Annehmlichkeiten zu bieten hat:- Korridor mit Klinkerboden- Wohnzimmer mit Parkettboden- abgeschlossene Küche - mit Glaskeramikherd- Badezimmer/WC- Balkon - KellerabteilDie Bilder entsprechen dem Ausbaustandard und können leicht vom angebotenen Objekt abweichen. Die genaue Raumaufteilung können Sie dem angefügten Grundrissplan entnehmenDie Wohnung wird befristet bis 31.03.2026 vermietet.Der Bahnhof ""Winterthur"" mit diversen S-Bahnlinien in Richtung ""Zürich HB"" und ""St. Gallen"" und Fernzüge in Richtung ""München"" und ""Konstanz"" befindet sich nur 8 Gehminuten von der Liegenschaft entfernt. Diverse Einkaufsmöglichkeiten wie z.B. die Migros, der Denner sowie diverse Dienstleister befinden sich im Einkaufszentrum Neuwiesen oder an der Marktgasse.Ebenfalls erreichen Sie zahlreiche Restaurants und Bars bequem zu Fuss in wenigen Gehminuten. Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1758193881-71","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 83m², CHF 2’043.–","Unterwegli 37, 8404 Winterthur","CHF 2’043.–","Schöne 3.5-Zimmer-Wohnung! ""Mieten ohne Kaution""",""
"1758193881-72","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 76m², CHF 2’450.–","Tösstalstrasse 222, 8405 Winterthur","CHF 2’450.–","Erstvermietung in Winterthur-Seen",""
"1758193881-73","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 62m², CHF 2’320.–","St. Georgenstrasse 50, 8400 Winterthur","CHF 2’320.–","Tolle 2.5 Zimmerwohnung in Winterthur (Saniert 2024)",""
"1758193881-74","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 72m², CHF 2’240.–","Tösstalstrasse 222, 8405 Winterthur","CHF 2’240.–","Erstvermietung in Winterthur-Seen",""
"1758193881-75","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 94m², CHF 2’530.–","Else - Züblin - str. 75, 8404 Winterthur","CHF 2’530.–","ROY -  erlebe das neue Winterthur!",""
"1758193881-76","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 88m², CHF 2’400.–","Seuzacherstr. 11b, 8400 Winterthur","CHF 2’400.–","Wohnen im Rosenberg an zentraler Lage mit eigenem Concierge!",""
"1758193881-77","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 52m², CHF 1’595.–","Weizackerstr. 25, 8405 Winterthur","CHF 1’595.–","Moderner Wohnbau an bevorzugter Lage - MIETEN OHNE KAUTION",""
"1758193881-78","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 66m², CHF 2’320.–","Holzlegistrasse 8c, 8408 Winterthur","CHF 2’320.–","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis",""
"1758193881-79","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 86m², CHF 2’845.–","Holzlegistrasse 8b, 8408 Winterthur","CHF 2’845.–","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis",""
"1758193881-80","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 76m², CHF 2’200.–","Else - Züblin - str. 75, 8404 Winterthur","CHF 2’200.–","Hochhinaus im ROY!",""
